age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,capital,workclass.missing,native-country.missing
65,Self-emp-not-inc,9,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K,0,0,0
22,Private,9,Never-married,Protective-serv,Not-in-family,White,Male,20,United-States,<=50K,0,0,0
35,Private,9,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0,0,0
81,?,1,Widowed,?,Not-in-family,White,Male,30,United-States,<=50K,0,1,0
30,?,12,Married-civ-spouse,?,Wife,White,Female,4,United-States,<=50K,0,1,0
43,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,88,United-States,<=50K,0,0,0
33,Private,8,Never-married,Machine-op-inspct,Other-relative,White,Male,55,United-States,<=50K,0,0,0
35,Private,11,Divorced,Handlers-cleaners,Unmarried,White,Female,24,United-States,<=50K,0,0,0
31,Private,7,Divorced,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0,0,0
35,Private,7,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0,0,0
53,State-gov,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,0,0,0
62,Private,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
31,Private,8,Never-married,Adm-clerical,Not-in-family,White,Female,40,Germany,<=50K,0,0,0
37,Private,8,Divorced,Exec-managerial,Not-in-family,White,Male,35,United-States,<=50K,0,0,0
31,Private,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,35,Mexico,<=50K,0,0,0
47,Private,4,Divorced,Other-service,Not-in-family,White,Female,30,United-States,<=50K,-1719,0,0
38,Local-gov,2,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K,0,0,0
30,Private,8,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0,0,0
76,Private,8,Widowed,Adm-clerical,Not-in-family,White,Male,6,United-States,<=50K,0,0,0
27,Private,12,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
40,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
41,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Italy,<=50K,0,0,0
19,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,56,United-States,<=50K,0,0,0
42,Private,12,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,0,0
22,Private,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,0,0,0
36,Private,11,Married-civ-spouse,Sales,Wife,White,Female,15,United-States,<=50K,0,0,0
54,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
43,Private,11,Divorced,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,0,0,0
29,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,0,0
26,Private,8,Never-married,Handlers-cleaners,Own-child,Black,Male,28,United-States,<=50K,0,0,0
22,Private,12,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K,0,0,0
37,Private,8,Separated,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K,0,0,0
43,Self-emp-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
54,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,-2559,0,0
26,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,0,0
36,Private,8,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K,0,0,0
18,?,7,Never-married,?,Not-in-family,White,Male,25,United-States,<=50K,0,1,0
34,Private,12,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,0,0,0
17,Private,6,Never-married,Sales,Unmarried,White,Male,15,United-States,<=50K,0,0,0
62,Local-gov,8,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
67,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
33,Private,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,0,0,0
37,Private,9,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0,0,0
24,Private,8,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0,0,0
60,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,0,0,0
42,?,9,Married-civ-spouse,?,Husband,White,Male,60,United-States,<=50K,0,1,0
32,Local-gov,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,50,Germany,<=50K,0,0,0
31,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,0,0
61,Private,8,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
35,Private,8,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K,0,0,0
57,?,12,Never-married,?,Not-in-family,Black,Female,35,United-States,<=50K,0,1,0
35,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K,0,0,0
17,Private,6,Never-married,Transport-moving,Own-child,White,Male,15,United-States,<=50K,-1602,0,0
24,Private,12,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,<=50K,0,0,0
48,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Greece,>50K,0,0,0
37,Private,8,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,38,Japan,<=50K,0,0,0
52,Private,12,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
41,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,0,0
60,Self-emp-not-inc,8,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,>50K,0,0,0
47,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
35,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,0,0
47,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,<=50K,0,0,0
46,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
59,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0,0,0
37,Private,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Iran,<=50K,0,0,0
17,Private,6,Never-married,Sales,Own-child,White,Female,19,United-States,<=50K,0,0,0
47,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
44,Private,8,Never-married,Transport-moving,Unmarried,White,Male,70,United-States,<=50K,0,0,0
39,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,0,0
22,Private,5,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0,0,0
58,Self-emp-not-inc,15,Married-AF-spouse,Exec-managerial,Wife,White,Female,35,United-States,>50K,-1485,0,0
26,Private,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
24,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,42,United-States,<=50K,0,0,0
46,?,8,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,0,1,0
27,Private,12,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Hong,<=50K,0,0,0
56,Private,8,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,0,0,0
26,Private,12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K,0,0,0
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,0,0
75,Private,9,Divorced,Sales,Not-in-family,White,Female,36,United-States,>50K,0,0,0
39,Federal-gov,8,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,0,0
25,Private,9,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,<=50K,0,0,0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
38,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0,0,0
32,?,5,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K,0,1,0
22,Private,9,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0,0,0
39,Private,6,Never-married,Prof-specialty,Unmarried,White,Female,30,Puerto-Rico,<=50K,0,0,0
19,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,United-States,<=50K,0,0,0
21,?,9,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0,1,0
50,Private,8,Married-civ-spouse,Sales,Wife,White,Female,15,United-States,<=50K,0,0,0
48,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,40,England,<=50K,0,0,0
23,Private,12,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,0,0,0
25,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,0,0
21,Private,8,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K,0,0,0
28,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
40,Self-emp-not-inc,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0,0,0
35,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
51,State-gov,8,Divorced,Exec-managerial,Not-in-family,White,Male,37,United-States,>50K,0,0,0
67,?,8,Widowed,?,Not-in-family,White,Female,10,Germany,<=50K,0,1,0
38,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,0,0
37,Self-emp-not-inc,8,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,<=50K,0,0,0
27,Private,2,Never-married,Other-service,Not-in-family,White,Male,75,Mexico,<=50K,0,0,0
33,Private,8,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,45,Japan,<=50K,0,0,0
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0,0,0
57,Self-emp-not-inc,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,0,0,0
41,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,0,0
24,Private,8,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,50,United-States,<=50K,0,0,0
21,Private,8,Never-married,Other-service,Own-child,Black,Male,10,United-States,<=50K,0,0,0
53,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,0,0
25,Private,12,Never-married,Sales,Not-in-family,White,Female,45,United-States,<=50K,0,0,0
19,Private,9,Never-married,Adm-clerical,Own-child,White,Male,10,Thailand,<=50K,0,0,0
23,Self-emp-not-inc,8,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0,0,0
33,Private,2,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K,0,0,0
28,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
34,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Guatemala,<=50K,0,0,0
28,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,0,0,0
35,Local-gov,8,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,0,0
31,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,0,0
58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,0,0
44,Private,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,Thailand,<=50K,0,0,0
33,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0,0,0
63,Private,8,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
61,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0,0,0
30,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K,0,0,0
37,Private,8,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0,0,0
44,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,0,0
25,Private,3,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K,0,0,0
47,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,3103,0,0
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,0,0
43,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,-1887,0,0
27,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,-1902,0,0
45,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K,0,0,0
60,Self-emp-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
35,Self-emp-not-inc,12,Separated,Craft-repair,Not-in-family,White,Male,65,United-States,<=50K,0,0,0
81,Self-emp-not-inc,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0,0,0
27,?,8,Never-married,?,Own-child,Black,Male,40,United-States,<=50K,0,1,0
27,Private,8,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0,0,0
35,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,0,0,0
39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0,0,0
26,Private,8,Never-married,Other-service,Unmarried,White,Female,20,United-States,<=50K,0,0,0
46,Private,11,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,0,0
39,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,0,0
63,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,United-States,>50K,3103,0,0
42,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,0,0,0
24,Private,12,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0,0,0
19,Private,8,Never-married,Other-service,Own-child,White,Female,52,United-States,<=50K,0,0,0
42,Private,8,Divorced,Sales,Not-in-family,White,Male,47,United-States,<=50K,0,0,0
19,Private,9,Never-married,Transport-moving,Own-child,White,Male,30,United-States,<=50K,0,0,0
49,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,-1887,0,0
37,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,55,United-States,<=50K,-1669,0,0
33,Local-gov,9,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
25,Private,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,0,0,0
50,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K,-1902,0,0
35,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,0,0
22,Private,9,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,0,0,0
49,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Peru,<=50K,0,0,0
36,Private,8,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K,-2258,0,0
50,Private,4,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,0,0
60,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0,0,0
36,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,0,0
32,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-1485,0,0
31,Private,8,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,0,0,0
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0,0,0
21,Private,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0,0,0
23,Private,9,Never-married,Other-service,Unmarried,White,Female,25,United-States,<=50K,0,0,0
28,Private,2,Never-married,Craft-repair,Not-in-family,White,Male,40,Columbia,<=50K,0,0,0
21,Private,4,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,0,0
62,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,0,0,0
54,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0,0,0
37,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
51,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
49,Federal-gov,8,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
38,Private,8,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0,0,0
20,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,-1573,0,0
38,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,<=50K,0,0,0
35,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
27,?,9,Married-civ-spouse,?,Husband,White,Male,20,Mexico,<=50K,-419,1,0
20,Federal-gov,9,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,<=50K,0,0,0
27,Local-gov,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,0,0,0
48,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
50,Private,12,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,0,0,0
51,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
53,Private,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Thailand,>50K,-1485,0,0
51,Self-emp-not-inc,12,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0,0,0
37,Self-emp-not-inc,12,Separated,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
52,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,0,0
33,Private,5,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
20,Private,9,Never-married,Sales,Other-relative,White,Male,20,United-States,<=50K,1055,0,0
29,Private,6,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,4101,0,0
47,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
22,Private,9,Separated,Other-service,Own-child,White,Female,40,United-States,<=50K,0,0,0
33,?,12,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,China,<=50K,0,1,0
29,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,37,United-States,<=50K,0,0,0
55,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
41,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,0,0,0
46,Private,8,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0,0,0
29,Private,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,0,0
43,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,3103,0,0
56,Private,8,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0,0,0
26,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,3464,0,0
49,Private,8,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K,0,0,0
48,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,>50K,0,0,0
52,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,0,0,0
31,Private,8,Never-married,Adm-clerical,Unmarried,White,Female,35,Puerto-Rico,<=50K,0,0,0
34,Private,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,0,0,0
34,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,?,<=50K,0,0,1
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,<=50K,0,0,0
33,Local-gov,12,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,0,0,0
26,?,9,Never-married,?,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,0,1,0
41,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K,-2415,0,0
26,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
46,Private,9,Divorced,Sales,Unmarried,White,Male,50,United-States,<=50K,0,0,0
44,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,United-States,<=50K,0,0,0
49,Private,8,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,0,0,0
17,Local-gov,7,Never-married,Adm-clerical,Own-child,Black,Female,15,United-States,<=50K,0,0,0
25,Private,12,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0,0,0
23,Private,12,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K,0,0,0
27,Private,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0,0,0
19,?,9,Never-married,?,Own-child,White,Female,32,United-States,<=50K,0,1,0
23,Private,9,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,<=50K,0,0,0
28,Federal-gov,8,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K,0,0,0
43,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,0,0
46,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0,0,0
17,?,5,Never-married,?,Own-child,White,Female,20,United-States,<=50K,0,1,0
22,Private,8,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
26,Local-gov,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
31,Private,8,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,0,0,0
38,State-gov,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,0,0,0
42,Private,8,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
39,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,2635,0,0
56,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,0,0
25,Private,9,Never-married,Other-service,Not-in-family,White,Male,48,United-States,<=50K,0,0,0
58,Private,11,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,35,Poland,<=50K,0,0,0
48,Private,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,>50K,0,0,0
46,Local-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,United-States,<=50K,0,0,0
40,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,0,0
37,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,0,0,0
53,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0,0,0
61,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,0,0
25,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,0,0,0
19,Private,9,Never-married,Transport-moving,Own-child,White,Male,32,United-States,<=50K,0,0,0
20,Private,9,Never-married,Prof-specialty,Unmarried,White,Female,25,United-States,<=50K,0,0,0
26,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
61,Private,8,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
45,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,64,United-States,<=50K,0,0,0
50,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
38,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
29,Private,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0,0,0
55,Private,8,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States,<=50K,2407,0,0
31,Private,12,Widowed,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,0,0,0
48,Federal-gov,12,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0,0,0
51,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,0,0
42,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,7,?,<=50K,0,0,1
32,State-gov,9,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,0,0,0
45,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
25,Private,9,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,0,0,0
34,Federal-gov,12,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,Cambodia,<=50K,1471,0,0
50,Private,8,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
33,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,0,0,0
35,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0,0,0
42,Federal-gov,8,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,0,0,0
58,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K,0,0,0
41,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
40,Private,8,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
44,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,99,United-States,<=50K,2354,0,0
46,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,43,United-States,<=50K,0,0,0
21,Private,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,0,0
22,Private,8,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,0,0,0
62,Private,12,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,>50K,0,0,0
33,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,60,United-States,<=50K,0,0,0
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,48,United-States,<=50K,0,0,0
